Field ID,Label,Milestone,Filled at this milestone (%)
CX.KM.IFTRIGGER,KM Plugin - Input Form Manager loan ready trigger,Investor Delivery,100
CX.KM.IFTRIGGER,KM Plugin - Input Form Manager loan ready trigger,LO Prep,100
CX.KM.IFTRIGGER,KM Plugin - Input Form Manager loan ready trigger,Loan Setup,100
CX.KM.IFTRIGGER,KM Plugin - Input Form Manager loan ready trigger,Purchasing Conditions,100
CX.KM.IFTRIGGER,KM Plugin - Input Form Manager loan ready trigger,Started,98.7
CX.KM.IFTRIGGER,KM Plugin - Input Form Manager loan ready trigger,Submittal,100
CX.KM.IFTRIGGER,KM Plugin - Input Form Manager loan ready trigger,Waiting for Docs,100
CX.KM.LB.MANCOLOR.TR,Loan Banner Manual Trigger Trigger,Completion,100
CX.KM.LB.MANCOLOR.TR,Loan Banner Manual Trigger Trigger,Cond. Approval,100
CX.KM.LB.MANCOLOR.TR,Loan Banner Manual Trigger Trigger,Docs Out,100
CX.KM.LB.MANCOLOR.TR,Loan Banner Manual Trigger Trigger,Final Docs,100
CX.KM.LB.MANCOLOR.TR,Loan Banner Manual Trigger Trigger,Investor Delivery,100
CX.KM.LB.MANCOLOR.TR,Loan Banner Manual Trigger Trigger,LO Prep,100
CX.KM.LB.MANCOLOR.TR,Loan Banner Manual Trigger Trigger,Loan Setup,100
CX.KM.LB.MANCOLOR.TR,Loan Banner Manual Trigger Trigger,Purchasing Conditions,100
CX.KM.LB.MANCOLOR.TR,Loan Banner Manual Trigger Trigger,Started,98.7
CX.KM.LB.MANCOLOR.TR,Loan Banner Manual Trigger Trigger,Submittal,100
CX.KM.LB.MANCOLOR.TR,Loan Banner Manual Trigger Trigger,Waiting for Docs,100
CX.KM.SHOWALL.CHECK,KM Plugin - Show All checkbox check,Completion,0
CX.KM.SHOWALL.CHECK,KM Plugin - Show All checkbox check,Cond. Approval,0
CX.KM.SHOWALL.CHECK,KM Plugin - Show All checkbox check,Docs Out,0
CX.KM.SHOWALL.CHECK,KM Plugin - Show All checkbox check,Final Docs,7.1
CX.KM.SHOWALL.CHECK,KM Plugin - Show All checkbox check,Investor Delivery,0
CX.KM.SHOWALL.CHECK,KM Plugin - Show All checkbox check,LO Prep,0
CX.KM.SHOWALL.CHECK,KM Plugin - Show All checkbox check,Loan Setup,0
CX.KM.SHOWALL.CHECK,KM Plugin - Show All checkbox check,Purchasing Conditions,1.4
CX.KM.SHOWALL.CHECK,KM Plugin - Show All checkbox check,Started,1.3
CX.KM.SHOWALL.CHECK,KM Plugin - Show All checkbox check,Submittal,0
CX.KM.SHOWALL.CHECK,KM Plugin - Show All checkbox check,Waiting for Docs,0
CX.KM.SHOWALL.DISABLED,KM Plugin - Show All checkbox disabled,Completion,0
CX.KM.SHOWALL.DISABLED,KM Plugin - Show All checkbox disabled,Cond. Approval,0
CX.KM.SHOWALL.DISABLED,KM Plugin - Show All checkbox disabled,Docs Out,0
CX.KM.SHOWALL.DISABLED,KM Plugin - Show All checkbox disabled,Final Docs,0
CX.KM.SHOWALL.DISABLED,KM Plugin - Show All checkbox disabled,Investor Delivery,0
CX.KM.SHOWALL.DISABLED,KM Plugin - Show All checkbox disabled,LO Prep,0
CX.KM.SHOWALL.DISABLED,KM Plugin - Show All checkbox disabled,Loan Setup,0
CX.KM.SHOWALL.DISABLED,KM Plugin - Show All checkbox disabled,Purchasing Conditions,0
CX.KM.SHOWALL.DISABLED,KM Plugin - Show All checkbox disabled,Started,0
CX.KM.SHOWALL.DISABLED,KM Plugin - Show All checkbox disabled,Submittal,0
CX.KM.SHOWALL.DISABLED,KM Plugin - Show All checkbox disabled,Waiting for Docs,0
CX.KM.USER.PERSONAS,KM Plugin - Current User Personas,Completion,100
CX.KM.USER.PERSONAS,KM Plugin - Current User Personas,Cond. Approval,100
CX.KM.USER.PERSONAS,KM Plugin - Current User Personas,Docs Out,100
CX.KM.USER.PERSONAS,KM Plugin - Current User Personas,Final Docs,100
CX.KM.USER.PERSONAS,KM Plugin - Current User Personas,Investor Delivery,100
CX.KM.USER.PERSONAS,KM Plugin - Current User Personas,LO Prep,100
CX.KM.USER.PERSONAS,KM Plugin - Current User Personas,Loan Setup,100
CX.KM.USER.PERSONAS,KM Plugin - Current User Personas,Purchasing Conditions,100
CX.KM.USER.PERSONAS,KM Plugin - Current User Personas,Started,100
CX.KM.USER.PERSONAS,KM Plugin - Current User Personas,Submittal,100
CX.KM.USER.PERSONAS,KM Plugin - Current User Personas,Waiting for Docs,100
CX.LANDLORDCONTACTINFORMAT,Landlord contact information,Purchasing Conditions,100
CX.LLCDOCUMENTS,LLC Documents,Docs Out,100
CX.LLCDOCUMENTS,LLC Documents,Final Docs,100
CX.LLCDOCUMENTS,LLC Documents,Investor Delivery,100
CX.LLCDOCUMENTS,LLC Documents,LO Prep,100
CX.LLCDOCUMENTS,LLC Documents,Loan Setup,100
CX.LLCDOCUMENTS,LLC Documents,Purchasing Conditions,100
CX.LLCDOCUMENTS,LLC Documents,Started,100
CX.LLCDOCUMENTS,LLC Documents,Submittal,100
CX.LOAN.FOLDER.CURRENT,Loan Folder - Current Loan Folder - Updated when loan is opened,Completion,100
CX.LOAN.FOLDER.CURRENT,Loan Folder - Current Loan Folder - Updated when loan is opened,Cond. Approval,100
CX.LOAN.FOLDER.CURRENT,Loan Folder - Current Loan Folder - Updated when loan is opened,Docs Out,100
CX.LOAN.FOLDER.CURRENT,Loan Folder - Current Loan Folder - Updated when loan is opened,Final Docs,100
CX.LOAN.FOLDER.CURRENT,Loan Folder - Current Loan Folder - Updated when loan is opened,Investor Delivery,100
CX.LOAN.FOLDER.CURRENT,Loan Folder - Current Loan Folder - Updated when loan is opened,LO Prep,100
CX.LOAN.FOLDER.CURRENT,Loan Folder - Current Loan Folder - Updated when loan is opened,Loan Setup,100
CX.LOAN.FOLDER.CURRENT,Loan Folder - Current Loan Folder - Updated when loan is opened,Purchasing Conditions,100
CX.LOAN.FOLDER.CURRENT,Loan Folder - Current Loan Folder - Updated when loan is opened,Started,100
CX.LOAN.FOLDER.CURRENT,Loan Folder - Current Loan Folder - Updated when loan is opened,Submittal,100
CX.LOAN.FOLDER.CURRENT,Loan Folder - Current Loan Folder - Updated when loan is opened,Waiting for Docs,100
CX.LOAN.FOLDER.MOVE,Loan Folder - Set to Loan Folder where Loan should be moved when it's saved,Purchasing Conditions,100
CX.LOANTOBEVESTED,LOANTOBEVESTED,Docs Out,100
CX.LOANTOBEVESTED,LOANTOBEVESTED,Final Docs,100
CX.LOANTOBEVESTED,LOANTOBEVESTED,Investor Delivery,100
CX.LOANTOBEVESTED,LOANTOBEVESTED,LO Prep,100
CX.LOANTOBEVESTED,LOANTOBEVESTED,Loan Setup,100
CX.LOANTOBEVESTED,LOANTOBEVESTED,Purchasing Conditions,100
CX.LOANTOBEVESTED,LOANTOBEVESTED,Started,100
CX.LOANTOBEVESTED,LOANTOBEVESTED,Submittal,100
CX.LOCOMPENSATION,LO Compensation ,Docs Out,62.5
CX.LOCOMPENSATION,LO Compensation ,Final Docs,57.1
CX.LOCOMPENSATION,LO Compensation ,Investor Delivery,30.8
CX.LOCOMPENSATION,LO Compensation ,Purchasing Conditions,33.9
CX.LOWEROFASISVALUEANDPURCHA,Lower of as IS value and purchase price ,Completion,0
CX.LOWEROFASISVALUEANDPURCHA,Lower of as IS value and purchase price ,Cond. Approval,0
CX.LOWEROFASISVALUEANDPURCHA,Lower of as IS value and purchase price ,Docs Out,0
CX.LOWEROFASISVALUEANDPURCHA,Lower of as IS value and purchase price ,Final Docs,0
CX.LOWEROFASISVALUEANDPURCHA,Lower of as IS value and purchase price ,Investor Delivery,0
CX.LOWEROFASISVALUEANDPURCHA,Lower of as IS value and purchase price ,LO Prep,0
CX.LOWEROFASISVALUEANDPURCHA,Lower of as IS value and purchase price ,Loan Setup,0
CX.LOWEROFASISVALUEANDPURCHA,Lower of as IS value and purchase price ,Purchasing Conditions,0
CX.LOWEROFASISVALUEANDPURCHA,Lower of as IS value and purchase price ,Started,0
CX.LOWEROFASISVALUEANDPURCHA,Lower of as IS value and purchase price ,Submittal,0
CX.MAXLOANVIR, Max loan  according to value increase ratio,Completion,0
CX.MAXLOANVIR, Max loan  according to value increase ratio,Cond. Approval,0
CX.MAXLOANVIR, Max loan  according to value increase ratio,Docs Out,75
CX.MAXLOANVIR, Max loan  according to value increase ratio,Final Docs,71.4
CX.MAXLOANVIR, Max loan  according to value increase ratio,Investor Delivery,33.3
CX.MAXLOANVIR, Max loan  according to value increase ratio,LO Prep,46.2
CX.MAXLOANVIR, Max loan  according to value increase ratio,Loan Setup,76.2
CX.MAXLOANVIR, Max loan  according to value increase ratio,Purchasing Conditions,76.8
CX.MAXLOANVIR, Max loan  according to value increase ratio,Started,23.1
CX.MAXLOANVIR, Max loan  according to value increase ratio,Submittal,73.3
CX.MAXTOTALLOAN,Max total loan amount ,Completion,0
CX.MAXTOTALLOAN,Max total loan amount ,Docs Out,0
CX.MAXTOTALLOAN,Max total loan amount ,Final Docs,0
CX.MAXTOTALLOAN,Max total loan amount ,Investor Delivery,0
CX.MAXTOTALLOAN,Max total loan amount ,LO Prep,0
CX.MAXTOTALLOAN,Max total loan amount ,Loan Setup,0
CX.MAXTOTALLOAN,Max total loan amount ,Purchasing Conditions,0
CX.MAXTOTALLOAN,Max total loan amount ,Started,0
CX.MAXTOTALLOAN,Max total loan amount ,Submittal,0
CX.MIDDLESCORE,middle score,Completion,15
CX.MIDDLESCORE,middle score,Cond. Approval,22.2
CX.MIDDLESCORE,middle score,Docs Out,100
CX.MIDDLESCORE,middle score,Final Docs,100
CX.MIDDLESCORE,middle score,Investor Delivery,100
CX.MIDDLESCORE,middle score,LO Prep,23.1
CX.MIDDLESCORE,middle score,Loan Setup,96.6
CX.MIDDLESCORE,middle score,Purchasing Conditions,95.5
CX.MIDDLESCORE,middle score,Started,28.8
CX.MIDDLESCORE,middle score,Submittal,96.8
CX.MIDDLESCORECOB,Middle Score Co bo ,Purchasing Conditions,100
CX.MIDHIGHERSCOREBORRCOBORR,Higher qualifying score between borrower and co borrower ,Completion,5.6
CX.MIDHIGHERSCOREBORRCOBORR,Higher qualifying score between borrower and co borrower ,Cond. Approval,12.5
CX.MIDHIGHERSCOREBORRCOBORR,Higher qualifying score between borrower and co borrower ,Docs Out,100
CX.MIDHIGHERSCOREBORRCOBORR,Higher qualifying score between borrower and co borrower ,Final Docs,100
CX.MIDHIGHERSCOREBORRCOBORR,Higher qualifying score between borrower and co borrower ,Investor Delivery,100
CX.MIDHIGHERSCOREBORRCOBORR,Higher qualifying score between borrower and co borrower ,LO Prep,23.1
CX.MIDHIGHERSCOREBORRCOBORR,Higher qualifying score between borrower and co borrower ,Loan Setup,96.6
CX.MIDHIGHERSCOREBORRCOBORR,Higher qualifying score between borrower and co borrower ,Purchasing Conditions,95.2
CX.MIDHIGHERSCOREBORRCOBORR,Higher qualifying score between borrower and co borrower ,Started,28.8
CX.MIDHIGHERSCOREBORRCOBORR,Higher qualifying score between borrower and co borrower ,Submittal,96.8
CX.ORIGINALCONTRACTPURCHASEP,Original Purchase price,Purchasing Conditions,100
CX.ORIGINATIONFEE,Origination fee ,Docs Out,37.5
CX.ORIGINATIONFEE,Origination fee ,Final Docs,64.3
CX.ORIGINATIONFEE,Origination fee ,Investor Delivery,76.9
CX.ORIGINATIONFEE,Origination fee ,Purchasing Conditions,52.8
CX.OUTOFPOCKETREHAB,Out of pocket rehab ,Completion,0
CX.OUTOFPOCKETREHAB,Out of pocket rehab ,Cond. Approval,0
CX.OUTOFPOCKETREHAB,Out of pocket rehab ,Docs Out,0
CX.OUTOFPOCKETREHAB,Out of pocket rehab ,Final Docs,0
CX.OUTOFPOCKETREHAB,Out of pocket rehab ,Investor Delivery,0
CX.OUTOFPOCKETREHAB,Out of pocket rehab ,LO Prep,0
CX.OUTOFPOCKETREHAB,Out of pocket rehab ,Loan Setup,0
CX.OUTOFPOCKETREHAB,Out of pocket rehab ,Purchasing Conditions,0
CX.OUTOFPOCKETREHAB,Out of pocket rehab ,Started,0
CX.OUTOFPOCKETREHAB,Out of pocket rehab ,Submittal,0
CX.PAIR1.BORROWER.FICO,Borrower Pair 1 FICO,Docs Out,100
CX.PAIR1.BORROWER.FICO,Borrower Pair 1 FICO,Final Docs,100
CX.PAIR1.BORROWER.FICO,Borrower Pair 1 FICO,Investor Delivery,100
CX.PAIR1.BORROWER.FICO,Borrower Pair 1 FICO,Loan Setup,100
CX.PAIR1.BORROWER.FICO,Borrower Pair 1 FICO,Purchasing Conditions,100
CX.PAIR1.BORROWER.FICO,Borrower Pair 1 FICO,Started,100
CX.PAIR1.BORROWER.FICO,Borrower Pair 1 FICO,Submittal,100
CX.PAIR1.COBORROWER.FICO,Co-Borrower Pair 1 FICO,Purchasing Conditions,100
CX.PAIR2.BORROWER.FICO,Borrower Pair 2 FICO,Purchasing Conditions,100
CX.PAIRS16,Borrower Pair 1-6,Docs Out,100
CX.PAIRS16,Borrower Pair 1-6,Final Docs,100
CX.PAIRS16,Borrower Pair 1-6,Investor Delivery,100
CX.PAIRS16,Borrower Pair 1-6,Loan Setup,100
CX.PAIRS16,Borrower Pair 1-6,Purchasing Conditions,100
CX.PAIRS16,Borrower Pair 1-6,Started,100
CX.PAIRS16,Borrower Pair 1-6,Submittal,100
CX.PITIA,Total PITIA (P&I + Taxes + Insurance + MI + HOA),Completion,100
CX.PITIA,Total PITIA (P&I + Taxes + Insurance + MI + HOA),Cond. Approval,100
CX.PITIA,Total PITIA (P&I + Taxes + Insurance + MI + HOA),Docs Out,100
CX.PITIA,Total PITIA (P&I + Taxes + Insurance + MI + HOA),Final Docs,100
CX.PITIA,Total PITIA (P&I + Taxes + Insurance + MI + HOA),Investor Delivery,100
CX.PITIA,Total PITIA (P&I + Taxes + Insurance + MI + HOA),LO Prep,100
CX.PITIA,Total PITIA (P&I + Taxes + Insurance + MI + HOA),Loan Setup,100
CX.PITIA,Total PITIA (P&I + Taxes + Insurance + MI + HOA),Purchasing Conditions,100
CX.PITIA,Total PITIA (P&I + Taxes + Insurance + MI + HOA),Started,98.9
CX.PITIA,Total PITIA (P&I + Taxes + Insurance + MI + HOA),Submittal,100
CX.PITIA,Total PITIA (P&I + Taxes + Insurance + MI + HOA),Waiting for Docs,100
CX.PPPTERM,PPP TERM,Completion,100
CX.PPPTERM,PPP TERM,Docs Out,100
CX.PPPTERM,PPP TERM,Final Docs,100
CX.PPPTERM,PPP TERM,Investor Delivery,100
CX.PPPTERM,PPP TERM,LO Prep,100
CX.PPPTERM,PPP TERM,Loan Setup,100
CX.PPPTERM,PPP TERM,Purchasing Conditions,100
CX.PPPTERM,PPP TERM,Started,100
CX.PPPTERM,PPP TERM,Submittal,100
CX.PPPTYPE,PPP Type,Completion,100
CX.PPPTYPE,PPP Type,Docs Out,100
CX.PPPTYPE,PPP Type,Final Docs,100
CX.PPPTYPE,PPP Type,Investor Delivery,100
CX.PPPTYPE,PPP Type,LO Prep,100
CX.PPPTYPE,PPP Type,Loan Setup,100
CX.PPPTYPE,PPP Type,Purchasing Conditions,100
CX.PPPTYPE,PPP Type,Started,100
CX.PPPTYPE,PPP Type,Submittal,100
CX.PROPERTYTYPE,PROPERTY TYPE,Completion,100
CX.PROPERTYTYPE,PROPERTY TYPE,Docs Out,100
CX.PROPERTYTYPE,PROPERTY TYPE,Final Docs,100
CX.PROPERTYTYPE,PROPERTY TYPE,Investor Delivery,100
CX.PROPERTYTYPE,PROPERTY TYPE,LO Prep,100
CX.PROPERTYTYPE,PROPERTY TYPE,Loan Setup,100
CX.PROPERTYTYPE,PROPERTY TYPE,Purchasing Conditions,100
CX.PROPERTYTYPE,PROPERTY TYPE,Started,100
CX.PROPERTYTYPE,PROPERTY TYPE,Submittal,100
CX.PULLEDCREDIT,pulled credit,Docs Out,100
CX.PULLEDCREDIT,pulled credit,Final Docs,100
CX.PULLEDCREDIT,pulled credit,Investor Delivery,100
CX.PULLEDCREDIT,pulled credit,LO Prep,100
CX.PULLEDCREDIT,pulled credit,Loan Setup,100
CX.PULLEDCREDIT,pulled credit,Purchasing Conditions,100
CX.PULLEDCREDIT,pulled credit,Started,100
CX.PULLEDCREDIT,pulled credit,Submittal,100
CX.PURCHASECONTRACT-FORP,Purchase contract - For purchase transaction,Investor Delivery,100
CX.PURCHASECONTRACT-FORP,Purchase contract - For purchase transaction,LO Prep,100
CX.PURCHASECONTRACT-FORP,Purchase contract - For purchase transaction,Purchasing Conditions,100
CX.PURCHASECONTRACT-FORP,Purchase contract - For purchase transaction,Submittal,100
CX.RENTFREEEXPLANATION-L,Rent Free Explanation - LOE,Purchasing Conditions,100
CX.REOEONCREDIT,REO Entered on Credit,Docs Out,100
CX.REOEONCREDIT,REO Entered on Credit,Final Docs,100
CX.REOEONCREDIT,REO Entered on Credit,Investor Delivery,100
CX.REOEONCREDIT,REO Entered on Credit,Loan Setup,100
CX.REOEONCREDIT,REO Entered on Credit,Purchasing Conditions,100
CX.REOEONCREDIT,REO Entered on Credit,Submittal,100
CX.REOINFORMATION,REO Information,Purchasing Conditions,100
CX.RESERVES, Reserves,Docs Out,100
CX.RESERVES, Reserves,Final Docs,100
CX.RESERVES, Reserves,Investor Delivery,100
CX.RESERVES, Reserves,LO Prep,100
CX.RESERVES, Reserves,Loan Setup,100
CX.RESERVES, Reserves,Purchasing Conditions,100
CX.RESERVES, Reserves,Started,100
CX.RESERVES, Reserves,Submittal,100
CX.RTLCASHTOCLOSEESTIMAT,Cash to close (Estimate),Completion,100
CX.RTLCASHTOCLOSEESTIMAT,Cash to close (Estimate),Cond. Approval,100
CX.RTLCASHTOCLOSEESTIMAT,Cash to close (Estimate),Docs Out,100
CX.RTLCASHTOCLOSEESTIMAT,Cash to close (Estimate),Final Docs,85.7
CX.RTLCASHTOCLOSEESTIMAT,Cash to close (Estimate),Investor Delivery,100
CX.RTLCASHTOCLOSEESTIMAT,Cash to close (Estimate),LO Prep,100
CX.RTLCASHTOCLOSEESTIMAT,Cash to close (Estimate),Loan Setup,100
CX.RTLCASHTOCLOSEESTIMAT,Cash to close (Estimate),Purchasing Conditions,97.6
CX.RTLCASHTOCLOSEESTIMAT,Cash to close (Estimate),Started,100
CX.RTLCASHTOCLOSEESTIMAT,Cash to close (Estimate),Submittal,100
CX.RTLDOWNPAYMENT,rtl Down payment ,Completion,66.7
CX.RTLDOWNPAYMENT,rtl Down payment ,Cond. Approval,37.5
CX.RTLDOWNPAYMENT,rtl Down payment ,Docs Out,25
CX.RTLDOWNPAYMENT,rtl Down payment ,Final Docs,28.6
CX.RTLDOWNPAYMENT,rtl Down payment ,Investor Delivery,53.3
CX.RTLDOWNPAYMENT,rtl Down payment ,LO Prep,53.8
CX.RTLDOWNPAYMENT,rtl Down payment ,Loan Setup,10.3
CX.RTLDOWNPAYMENT,rtl Down payment ,Purchasing Conditions,20.6
CX.RTLDOWNPAYMENT,rtl Down payment ,Started,22.4
CX.RTLDOWNPAYMENT,rtl Down payment ,Submittal,16.1
CX.RTLRESERVEDOLLAR,RTL Reserve dollar amount ,Completion,0
CX.RTLRESERVEDOLLAR,RTL Reserve dollar amount ,Cond. Approval,0
CX.RTLRESERVEDOLLAR,RTL Reserve dollar amount ,Docs Out,0
CX.RTLRESERVEDOLLAR,RTL Reserve dollar amount ,Final Docs,0
CX.RTLRESERVEDOLLAR,RTL Reserve dollar amount ,Investor Delivery,0
CX.RTLRESERVEDOLLAR,RTL Reserve dollar amount ,LO Prep,0
CX.RTLRESERVEDOLLAR,RTL Reserve dollar amount ,Loan Setup,0
CX.RTLRESERVEDOLLAR,RTL Reserve dollar amount ,Purchasing Conditions,0
CX.RTLRESERVEDOLLAR,RTL Reserve dollar amount ,Started,0
CX.RTLRESERVEDOLLAR,RTL Reserve dollar amount ,Submittal,0
CX.RTLRESERVEOFLOAN,RTL Reserve percentage of loan $,Completion,0
CX.RTLRESERVEOFLOAN,RTL Reserve percentage of loan $,Cond. Approval,0
CX.RTLRESERVEOFLOAN,RTL Reserve percentage of loan $,Docs Out,0
CX.RTLRESERVEOFLOAN,RTL Reserve percentage of loan $,Final Docs,0
CX.RTLRESERVEOFLOAN,RTL Reserve percentage of loan $,Investor Delivery,0
CX.RTLRESERVEOFLOAN,RTL Reserve percentage of loan $,LO Prep,0
CX.RTLRESERVEOFLOAN,RTL Reserve percentage of loan $,Loan Setup,0
CX.RTLRESERVEOFLOAN,RTL Reserve percentage of loan $,Purchasing Conditions,0
CX.RTLRESERVEOFLOAN,RTL Reserve percentage of loan $,Started,0
CX.RTLRESERVEOFLOAN,RTL Reserve percentage of loan $,Submittal,0
CX.SELLLOCKPRICE,SELLLOCKPRICE,Docs Out,87.5
CX.SELLLOCKPRICE,SELLLOCKPRICE,Final Docs,71.4
CX.SELLLOCKPRICE,SELLLOCKPRICE,Investor Delivery,100
CX.SELLLOCKPRICE,SELLLOCKPRICE,Purchasing Conditions,98.4
CX.SELLLOCKPRICEA,SELLLOCKPRICE$,Docs Out,0
CX.SELLLOCKPRICEA,SELLLOCKPRICE$,Final Docs,71.4
CX.SELLLOCKPRICEA,SELLLOCKPRICE$,Investor Delivery,0
CX.SELLLOCKPRICEA,SELLLOCKPRICE$,Purchasing Conditions,43.3
CX.SENTOUTINITIALDISCLOSU,Sent out initial disclosures ,Docs Out,100
CX.SENTOUTINITIALDISCLOSU,Sent out initial disclosures ,Final Docs,100
CX.SENTOUTINITIALDISCLOSU,Sent out initial disclosures ,Investor Delivery,100
CX.SENTOUTINITIALDISCLOSU,Sent out initial disclosures ,Loan Setup,100
CX.SENTOUTINITIALDISCLOSU,Sent out initial disclosures ,Purchasing Conditions,100
CX.SENTOUTINITIALDISCLOSU,Sent out initial disclosures ,Submittal,100
CX.SUBJECTMORTGAGESTATEMEN,Subject mortgage statement - For refi,Docs Out,100
CX.SUBJECTMORTGAGESTATEMEN,Subject mortgage statement - For refi,Final Docs,100
CX.SUBJECTMORTGAGESTATEMEN,Subject mortgage statement - For refi,Investor Delivery,100
CX.SUBJECTMORTGAGESTATEMEN,Subject mortgage statement - For refi,LO Prep,100
CX.SUBJECTMORTGAGESTATEMEN,Subject mortgage statement - For refi,Loan Setup,100
CX.SUBJECTMORTGAGESTATEMEN,Subject mortgage statement - For refi,Purchasing Conditions,100
CX.SUBJECTMORTGAGESTATEMEN,Subject mortgage statement - For refi,Started,100
CX.SUBJECTMORTGAGESTATEMEN,Subject mortgage statement - For refi,Submittal,100
CX.SUBMITEDTOINVESTOR,Submited to Investor ,Docs Out,100
CX.SUBMITEDTOINVESTOR,Submited to Investor ,Final Docs,100
CX.SUBMITEDTOINVESTOR,Submited to Investor ,Investor Delivery,100
CX.SUBMITEDTOINVESTOR,Submited to Investor ,Loan Setup,100
CX.SUBMITEDTOINVESTOR,Submited to Investor ,Purchasing Conditions,100
CX.SUBMITEDTOINVESTOR,Submited to Investor ,Submittal,100
CX.TABLEFUNDER,TABLE FUNDER,Completion,100
CX.TABLEFUNDER,TABLE FUNDER,Docs Out,100
CX.TABLEFUNDER,TABLE FUNDER,Final Docs,100
CX.TABLEFUNDER,TABLE FUNDER,Investor Delivery,100
CX.TABLEFUNDER,TABLE FUNDER,LO Prep,100
CX.TABLEFUNDER,TABLE FUNDER,Loan Setup,100
CX.TABLEFUNDER,TABLE FUNDER,Purchasing Conditions,100
CX.TABLEFUNDER,TABLE FUNDER,Started,100
CX.TABLEFUNDER,TABLE FUNDER,Submittal,100
CX.TITLECONTACT,Title Contact,Loan Setup,100
CX.TITLECONTACT,Title Contact,Purchasing Conditions,100
CX.TITLECONTACT,Title Contact,Submittal,100
CX.TITLEORDERED,Title Ordered,Docs Out,100
CX.TITLEORDERED,Title Ordered,Final Docs,100
CX.TITLEORDERED,Title Ordered,Investor Delivery,100
CX.TITLEORDERED,Title Ordered,Loan Setup,100
CX.TITLEORDERED,Title Ordered,Purchasing Conditions,100
CX.TITLEORDERED,Title Ordered,Submittal,100
CX.TODAYS.DATE,Today's Current Date,Completion,100
CX.TODAYS.DATE,Today's Current Date,Cond. Approval,100
CX.TODAYS.DATE,Today's Current Date,Docs Out,100
CX.TODAYS.DATE,Today's Current Date,Final Docs,100
CX.TODAYS.DATE,Today's Current Date,Investor Delivery,100
CX.TODAYS.DATE,Today's Current Date,LO Prep,100
CX.TODAYS.DATE,Today's Current Date,Loan Setup,100
CX.TODAYS.DATE,Today's Current Date,Purchasing Conditions,100
CX.TODAYS.DATE,Today's Current Date,Started,100
CX.TODAYS.DATE,Today's Current Date,Submittal,100
CX.TODAYS.DATE,Today's Current Date,Waiting for Docs,100
CX.TOTALCOST,Total project cost,Completion,0
CX.TOTALCOST,Total project cost,Cond. Approval,0
CX.TOTALCOST,Total project cost,Docs Out,0
CX.TOTALCOST,Total project cost,Final Docs,0
CX.TOTALCOST,Total project cost,Investor Delivery,0
CX.TOTALCOST,Total project cost,LO Prep,0
CX.TOTALCOST,Total project cost,Loan Setup,0
CX.TOTALCOST,Total project cost,Purchasing Conditions,0
CX.TOTALCOST,Total project cost,Started,0
CX.TOTALCOST,Total project cost,Submittal,0
CX.TOTALLIQUIDITY,Total liquidity requirement ,Completion,100
CX.TOTALLIQUIDITY,Total liquidity requirement ,Cond. Approval,100
CX.TOTALLIQUIDITY,Total liquidity requirement ,Docs Out,100
CX.TOTALLIQUIDITY,Total liquidity requirement ,Final Docs,85.7
CX.TOTALLIQUIDITY,Total liquidity requirement ,Investor Delivery,100
CX.TOTALLIQUIDITY,Total liquidity requirement ,LO Prep,100
CX.TOTALLIQUIDITY,Total liquidity requirement ,Loan Setup,100
CX.TOTALLIQUIDITY,Total liquidity requirement ,Purchasing Conditions,97.6
CX.TOTALLIQUIDITY,Total liquidity requirement ,Started,100
CX.TOTALLIQUIDITY,Total liquidity requirement ,Submittal,100
CX.TOTALVALUEINCREASE,Total value increase ,Completion,55.6
CX.TOTALVALUEINCREASE,Total value increase ,Cond. Approval,28.6
CX.TOTALVALUEINCREASE,Total value increase ,Docs Out,100
